"activity" "subjectid" "Means" "measuredfeature"
1 1 -0.174277577553958 "fBodyAccMag.mean"
1 1 -0.0513928953203266 "fBodyAccMag.std"
1 1 -0.585962696268539 "fBodyAccMag.meanFreq"
1 1 -0.659531216655476 "fBodyBodyAccJerkMag.mean"
1 1 0.0768760112631957 "fBodyBodyAccJerkMag.std"
1 1 -0.620789916331592 "fBodyBodyAccJerkMag.meanFreq"
1 1 -0.640076803144351 "fBodyBodyGyroMag.mean"
1 1 0.173219742700723 "fBodyBodyGyroMag.std"
1 1 -0.697411069729937 "fBodyBodyGyroMag.meanFreq"
1 1 -0.699976372277643 "fBodyBodyGyroJerkMag.mean"
1 1 -0.0415636227771787 "fBodyBodyGyroJerkMag.std"
1 1 -0.779767633083527 "fBodyBodyGyroJerkMag.meanFreq"
1 2 3.62462374987863 "tBodyAcc.mean.X"
1 2 16.1464219827168 "tBodyAcc.mean.Y"
1 2 0.274347260646063 "tBodyAcc.mean.Z"
1 2 -0.0177434918458972 "tBodyAcc.std.X"
1 2 -0.108925032737064 "tBodyAcc.std.Y"
1 2 -0.607783818968688 "tBodyAcc.std.Z"
1 2 -0.510191378479501 "tGravityAcc.mean.X"
1 2 -0.61306429934125 "tGravityAcc.mean.Y"
1 2 0.669226222373046 "tGravityAcc.mean.Z"
1 2 0.00403879092060517 "tGravityAcc.std.X"
1 2 0.0921508600211059 "tGravityAcc.std.Y"
1 2 -0.965207115039421 "tGravityAcc.std.Z"
1 2 -0.95440802665318 "tBodyAccJerk.mean.X"
1 2 -0.938900969424022 "tBodyAccJerk.mean.Y"
1 2 0.0789381220355816 "tBodyAccJerk.mean.Z"
1 2 0.0079481069090025 "tBodyAccJerk.std.X"
1 2 -0.00467469823628666 "tBodyAccJerk.std.Y"
1 2 -0.63978102073413 "tBodyAccJerk.std.Z"
1 2 -0.607971599340832 "tBodyGyro.mean.X"
1 2 -0.762820240449202 "tBodyGyro.mean.Y"
1 2 -0.0309824871713436 "tBodyGyro.mean.Z"
1 2 -0.0747194855994359 "tBodyGyro.std.X"
1 2 0.088357304227173 "tBodyGyro.std.Y"
1 2 -0.721192598029789 "tBodyGyro.std.Z"
1 2 -0.682653506899942 "tBodyGyroJerk.mean.X"
1 2 -0.653665674372188 "tBodyGyroJerk.mean.Y"
1 2 -0.0967092754729682 "tBodyGyroJerk.mean.Z"
1 2 -0.0423181079782632 "tBodyGyroJerk.std.X"
1 2 -0.0548303497968374 "tBodyGyroJerk.std.Y"
1 2 -0.731348533131935 "tBodyGyroJerk.std.Z"
1 2 -0.786062320321895 "tBodyAccMag.mean"
1 2 -0.739932395222129 "tBodyAccMag.std"
1 2 -0.54822165976717 "tGravityAccMag.mean"
1 2 -0.591225327146546 "tGravityAccMag.std"
1 2 -0.54822165976717 "tBodyAccJerkMag.mean"
1 2 -0.591225327146546 "tBodyAccJerkMag.std"
1 2 -0.649417950650692 "tBodyGyroMag.mean"
1 2 -0.627762945785391 "tBodyGyroMag.std"
1 2 -0.60524856977632 "tBodyGyroJerkMag.mean"
1 2 -0.662533062898382 "tBodyGyroJerkMag.std"
1 2 -0.762137610987416 "fBodyAcc.mean.X"
1 2 -0.77799317279698 "fBodyAcc.mean.Y"
1 2 -0.622761658493734 "fBodyAcc.mean.Z"
1 2 -0.53749328145871 "fBodyAcc.std.X"
1 2 -0.665033506271952 "fBodyAcc.std.Y"
1 2 -0.603356276555826 "fBodyAcc.std.Z"
1 2 -0.528420009576204 "fBodyAcc.meanFreq.X"
1 2 -0.617874813333395 "fBodyAcc.meanFreq.Y"
1 2 -0.2214691368263 "fBodyAcc.meanFreq.Z"
1 2 0.015400588735675 "fBodyAccJerk.mean.X"
1 2 0.0473098698476722 "fBodyAccJerk.mean.Y"
1 2 -0.656713524546605 "fBodyAccJerk.mean.Z"
1 2 -0.628961179980356 "fBodyAccJerk.std.X"
1 2 -0.743608246170053 "fBodyAccJerk.std.Y"
1 2 -0.654979816705833 "fBodyAccJerk.std.Z"
1 2 -0.612243590244114 "fBodyAccJerk.meanFreq.X"
1 2 -0.780928428167213 "fBodyAccJerk.meanFreq.Y"
1 2 -0.0477062917542325 "fBodyAccJerk.meanFreq.Z"
1 2 -0.213392904926883 "fBodyGyro.mean.X"
1 2 -0.123828014584147 "fBodyGyro.mean.Y"
1 2 -0.672094306818974 "fBodyGyro.mean.Z"
1 2 -0.70621663959074 "fBodyGyro.std.X"
1 2 -0.644192752866115 "fBodyGyro.std.Y"
1 2 -0.738594816501343 "fBodyGyro.std.Z"
1 2 -0.674226934551517 "fBodyGyro.meanFreq.X"
1 2 -0.690446312501126 "fBodyGyro.meanFreq.Y"
1 2 -0.101042702224631 "fBodyGyro.meanFreq.Z"
1 2 -0.174277577553958 "fBodyAccMag.mean"
1 2 -0.0513928953203266 "fBodyAccMag.std"
1 2 -0.585962696268539 "fBodyAccMag.meanFreq"
1 2 -0.659531216655476 "fBodyBodyAccJerkMag.mean"
1 2 0.0768760112631957 "fBodyBodyAccJerkMag.std"
1 2 -0.620789916331592 "fBodyBodyAccJerkMag.meanFreq"
1 2 -0.640076803144351 "fBodyBodyGyroMag.mean"
1 2 0.173219742700723 "fBodyBodyGyroMag.std"
1 2 -0.697411069729937 "fBodyBodyGyroMag.meanFreq"
1 2 -0.699976372277643 "fBodyBodyGyroJerkMag.mean"
1 2 -0.0415636227771787 "fBodyBodyGyroJerkMag.std"
1 2 -0.779767633083527 "fBodyBodyGyroJerkMag.meanFreq"
1 3 3.62462374987863 "tBodyAcc.mean.X"
1 3 16.1464219827168 "tBodyAcc.mean.Y"
1 3 0.274347260646063 "tBodyAcc.mean.Z"
1 3 -0.0177434918458972 "tBodyAcc.std.X"
1 3 -0.108925032737064 "tBodyAcc.std.Y"
1 3 -0.607783818968688 "tBodyAcc.std.Z"
1 3 -0.510191378479501 "tGravityAcc.mean.X"
1 3 -0.61306429934125 "tGravityAcc.mean.Y"
1 3 0.669226222373046 "tGravityAcc.mean.Z"
1 3 0.00403879092060517 "tGravityAcc.std.X"
1 3 0.0921508600211059 "tGravityAcc.std.Y"
1 3 -0.965207115039421 "tGravityAcc.std.Z"
1 3 -0.95440802665318 "tBodyAccJerk.mean.X"
1 3 -0.938900969424022 "tBodyAccJerk.mean.Y"
1 3 0.0789381220355816 "tBodyAccJerk.mean.Z"
1 3 0.0079481069090025 "tBodyAccJerk.std.X"
1 3 -0.00467469823628666 "tBodyAccJerk.std.Y"
1 3 -0.63978102073413 "tBodyAccJerk.std.Z"
1 3 -0.607971599340832 "tBodyGyro.mean.X"
1 3 -0.762820240449202 "tBodyGyro.mean.Y"
1 3 -0.0309824871713436 "tBodyGyro.mean.Z"
1 3 -0.0747194855994359 "tBodyGyro.std.X"
1 3 0.088357304227173 "tBodyGyro.std.Y"
1 3 -0.721192598029789 "tBodyGyro.std.Z"
1 3 -0.682653506899942 "tBodyGyroJerk.mean.X"
1 3 -0.653665674372188 "tBodyGyroJerk.mean.Y"
1 3 -0.0967092754729682 "tBodyGyroJerk.mean.Z"
1 3 -0.0423181079782632 "tBodyGyroJerk.std.X"
1 3 -0.0548303497968374 "tBodyGyroJerk.std.Y"
1 3 -0.731348533131935 "tBodyGyroJerk.std.Z"
1 3 -0.786062320321895 "tBodyAccMag.mean"
1 3 -0.739932395222129 "tBodyAccMag.std"
1 3 -0.54822165976717 "tGravityAccMag.mean"
1 3 -0.591225327146546 "tGravityAccMag.std"
1 3 -0.54822165976717 "tBodyAccJerkMag.mean"
1 3 -0.591225327146546 "tBodyAccJerkMag.std"
1 3 -0.649417950650692 "tBodyGyroMag.mean"
1 3 -0.627762945785391 "tBodyGyroMag.std"
1 3 -0.60524856977632 "tBodyGyroJerkMag.mean"
1 3 -0.662533062898382 "tBodyGyroJerkMag.std"
1 3 -0.762137610987416 "fBodyAcc.mean.X"
1 3 -0.77799317279698 "fBodyAcc.mean.Y"
1 3 -0.622761658493734 "fBodyAcc.mean.Z"
1 3 -0.53749328145871 "fBodyAcc.std.X"
1 3 -0.665033506271952 "fBodyAcc.std.Y"
1 3 -0.603356276555826 "fBodyAcc.std.Z"
1 3 -0.528420009576204 "fBodyAcc.meanFreq.X"
1 3 -0.617874813333395 "fBodyAcc.meanFreq.Y"
1 3 -0.2214691368263 "fBodyAcc.meanFreq.Z"
1 3 0.015400588735675 "fBodyAccJerk.mean.X"
1 3 0.0473098698476722 "fBodyAccJerk.mean.Y"
1 3 -0.656713524546605 "fBodyAccJerk.mean.Z"
1 3 -0.628961179980356 "fBodyAccJerk.std.X"
1 3 -0.743608246170053 "fBodyAccJerk.std.Y"
1 3 -0.654979816705833 "fBodyAccJerk.std.Z"
1 3 -0.612243590244114 "fBodyAccJerk.meanFreq.X"
1 3 -0.780928428167213 "fBodyAccJerk.meanFreq.Y"
1 3 -0.0477062917542325 "fBodyAccJerk.meanFreq.Z"
1 3 -0.213392904926883 "fBodyGyro.mean.X"
1 3 -0.123828014584147 "fBodyGyro.mean.Y"
1 3 -0.672094306818974 "fBodyGyro.mean.Z"
1 3 -0.70621663959074 "fBodyGyro.std.X"
1 3 -0.644192752866115 "fBodyGyro.std.Y"
1 3 -0.738594816501343 "fBodyGyro.std.Z"
1 3 -0.674226934551517 "fBodyGyro.meanFreq.X"
1 3 -0.690446312501126 "fBodyGyro.meanFreq.Y"
1 3 -0.101042702224631 "fBodyGyro.meanFreq.Z"
1 3 -0.174277577553958 "fBodyAccMag.mean"
1 3 -0.0513928953203266 "fBodyAccMag.std"
1 3 -0.585962696268539 "fBodyAccMag.meanFreq"
1 3 -0.659531216655476 "fBodyBodyAccJerkMag.mean"
1 3 0.0768760112631957 "fBodyBodyAccJerkMag.std"
1 3 -0.620789916331592 "fBodyBodyAccJerkMag.meanFreq"
1 3 -0.640076803144351 "fBodyBodyGyroMag.mean"
1 3 0.173219742700723 "fBodyBodyGyroMag.std"
1 3 -0.697411069729937 "fBodyBodyGyroMag.meanFreq"
1 3 -0.699976372277643 "fBodyBodyGyroJerkMag.mean"
1 3 -0.0415636227771787 "fBodyBodyGyroJerkMag.std"
1 3 -0.779767633083527 "fBodyBodyGyroJerkMag.meanFreq"
1 4 3.62462374987863 "tBodyAcc.mean.X"
1 4 16.1464219827168 "tBodyAcc.mean.Y"
1 4 0.274347260646063 "tBodyAcc.mean.Z"
1 4 -0.0177434918458972 "tBodyAcc.std.X"
1 4 -0.108925032737064 "tBodyAcc.std.Y"
1 4 -0.607783818968688 "tBodyAcc.std.Z"
1 4 -0.510191378479501 "tGravityAcc.mean.X"
1 4 -0.61306429934125 "tGravityAcc.mean.Y"
1 4 0.669226222373046 "tGravityAcc.mean.Z"
1 4 0.00403879092060517 "tGravityAcc.std.X"
1 4 0.0921508600211059 "tGravityAcc.std.Y"
1 4 -0.965207115039421 "tGravityAcc.std.Z"
1 4 -0.95440802665318 "tBodyAccJerk.mean.X"
1 4 -0.938900969424022 "tBodyAccJerk.mean.Y"
1 4 0.0789381220355816 "tBodyAccJerk.mean.Z"
1 4 0.0079481069090025 "tBodyAccJerk.std.X"
1 4 -0.00467469823628666 "tBodyAccJerk.std.Y"
1 4 -0.63978102073413 "tBodyAccJerk.std.Z"
1 4 -0.607971599340832 "tBodyGyro.mean.X"
1 4 -0.762820240449202 "tBodyGyro.mean.Y"
1 4 -0.0309824871713436 "tBodyGyro.mean.Z"
1 4 -0.0747194855994359 "tBodyGyro.std.X"
1 4 0.088357304227173 "tBodyGyro.std.Y"
1 4 -0.721192598029789 "tBodyGyro.std.Z"
1 4 -0.682653506899942 "tBodyGyroJerk.mean.X"
1 4 -0.653665674372188 "tBodyGyroJerk.mean.Y"
1 4 -0.0967092754729682 "tBodyGyroJerk.mean.Z"
1 4 -0.0423181079782632 "tBodyGyroJerk.std.X"
1 4 -0.0548303497968374 "tBodyGyroJerk.std.Y"
1 4 -0.731348533131935 "tBodyGyroJerk.std.Z"
1 4 -0.786062320321895 "tBodyAccMag.mean"
1 4 -0.739932395222129 "tBodyAccMag.std"
1 4 -0.54822165976717 "tGravityAccMag.mean"
1 4 -0.591225327146546 "tGravityAccMag.std"
1 4 -0.54822165976717 "tBodyAccJerkMag.mean"
1 4 -0.591225327146546 "tBodyAccJerkMag.std"
1 4 -0.649417950650692 "tBodyGyroMag.mean"
1 4 -0.627762945785391 "tBodyGyroMag.std"
1 4 -0.60524856977632 "tBodyGyroJerkMag.mean"
1 4 -0.662533062898382 "tBodyGyroJerkMag.std"
1 4 -0.762137610987416 "fBodyAcc.mean.X"
1 4 -0.77799317279698 "fBodyAcc.mean.Y"
1 4 -0.622761658493734 "fBodyAcc.mean.Z"
1 4 -0.53749328145871 "fBodyAcc.std.X"
1 4 -0.665033506271952 "fBodyAcc.std.Y"
1 4 -0.603356276555826 "fBodyAcc.std.Z"
1 4 -0.528420009576204 "fBodyAcc.meanFreq.X"
1 4 -0.617874813333395 "fBodyAcc.meanFreq.Y"
1 4 -0.2214691368263 "fBodyAcc.meanFreq.Z"
1 4 0.015400588735675 "fBodyAccJerk.mean.X"
1 4 0.0473098698476722 "fBodyAccJerk.mean.Y"
1 4 -0.656713524546605 "fBodyAccJerk.mean.Z"
1 4 -0.628961179980356 "fBodyAccJerk.std.X"
1 4 -0.743608246170053 "fBodyAccJerk.std.Y"
1 4 -0.654979816705833 "fBodyAccJerk.std.Z"
1 4 -0.612243590244114 "fBodyAccJerk.meanFreq.X"
1 4 -0.780928428167213 "fBodyAccJerk.meanFreq.Y"
1 4 -0.0477062917542325 "fBodyAccJerk.meanFreq.Z"
1 4 -0.213392904926883 "fBodyGyro.mean.X"
1 4 -0.123828014584147 "fBodyGyro.mean.Y"
1 4 -0.672094306818974 "fBodyGyro.mean.Z"
1 4 -0.70621663959074 "fBodyGyro.std.X"
1 4 -0.644192752866115 "fBodyGyro.std.Y"
1 4 -0.738594816501343 "fBodyGyro.std.Z"
1 4 -0.674226934551517 "fBodyGyro.meanFreq.X"
1 4 -0.690446312501126 "fBodyGyro.meanFreq.Y"
1 4 -0.101042702224631 "fBodyGyro.meanFreq.Z"
1 4 -0.174277577553958 "fBodyAccMag.mean"
1 4 -0.0513928953203266 "fBodyAccMag.std"
1 4 -0.585962696268539 "fBodyAccMag.meanFreq"
1 4 -0.659531216655476 "fBodyBodyAccJerkMag.mean"
1 4 0.0768760112631957 "fBodyBodyAccJerkMag.std"
1 4 -0.620789916331592 "fBodyBodyAccJerkMag.meanFreq"
1 4 -0.640076803144351 "fBodyBodyGyroMag.mean"
1 4 0.173219742700723 "fBodyBodyGyroMag.std"
1 4 -0.697411069729937 "fBodyBodyGyroMag.meanFreq"
1 4 -0.699976372277643 "fBodyBodyGyroJerkMag.mean"
1 4 -0.0415636227771787 "fBodyBodyGyroJerkMag.std"
1 4 -0.779767633083527 "fBodyBodyGyroJerkMag.meanFreq"
1 5 3.62462374987863 "tBodyAcc.mean.X"
1 5 16.1464219827168 "tBodyAcc.mean.Y"
1 5 0.274347260646063 "tBodyAcc.mean.Z"
1 5 -0.0177434918458972 "tBodyAcc.std.X"
1 5 -0.108925032737064 "tBodyAcc.std.Y"
1 5 -0.607783818968688 "tBodyAcc.std.Z"
1 5 -0.510191378479501 "tGravityAcc.mean.X"
1 5 -0.61306429934125 "tGravityAcc.mean.Y"
1 5 0.669226222373046 "tGravityAcc.mean.Z"
1 5 0.00403879092060517 "tGravityAcc.std.X"
1 5 0.0921508600211059 "tGravityAcc.std.Y"
1 5 -0.965207115039421 "tGravityAcc.std.Z"
1 5 -0.95440802665318 "tBodyAccJerk.mean.X"
1 5 -0.938900969424022 "tBodyAccJerk.mean.Y"
1 5 0.0789381220355816 "tBodyAccJerk.mean.Z"
1 5 0.0079481069090025 "tBodyAccJerk.std.X"
1 5 -0.00467469823628666 "tBodyAccJerk.std.Y"
1 5 -0.63978102073413 "tBodyAccJerk.std.Z"
1 5 -0.607971599340832 "tBodyGyro.mean.X"
1 5 -0.762820240449202 "tBodyGyro.mean.Y"
1 5 -0.0309824871713436 "tBodyGyro.mean.Z"
1 5 -0.0747194855994359 "tBodyGyro.std.X"
1 5 0.088357304227173 "tBodyGyro.std.Y"
1 5 -0.721192598029789 "tBodyGyro.std.Z"
1 5 -0.682653506899942 "tBodyGyroJerk.mean.X"
1 5 -0.653665674372188 "tBodyGyroJerk.mean.Y"
1 5 -0.0967092754729682 "tBodyGyroJerk.mean.Z"
1 5 -0.0423181079782632 "tBodyGyroJerk.std.X"
1 5 -0.0548303497968374 "tBodyGyroJerk.std.Y"
1 5 -0.731348533131935 "tBodyGyroJerk.std.Z"
1 5 -0.786062320321895 "tBodyAccMag.mean"
1 5 -0.739932395222129 "tBodyAccMag.std"
1 5 -0.54822165976717 "tGravityAccMag.mean"
1 5 -0.591225327146546 "tGravityAccMag.std"
1 5 -0.54822165976717 "tBodyAccJerkMag.mean"
1 5 -0.591225327146546 "tBodyAccJerkMag.std"
1 5 -0.649417950650692 "tBodyGyroMag.mean"
1 5 -0.627762945785391 "tBodyGyroMag.std"
1 5 -0.60524856977632 "tBodyGyroJerkMag.mean"
1 5 -0.662533062898382 "tBodyGyroJerkMag.std"
1 5 -0.762137610987416 "fBodyAcc.mean.X"
1 5 -0.77799317279698 "fBodyAcc.mean.Y"
1 5 -0.622761658493734 "fBodyAcc.mean.Z"
1 5 -0.53749328145871 "fBodyAcc.std.X"
1 5 -0.665033506271952 "fBodyAcc.std.Y"
1 5 -0.603356276555826 "fBodyAcc.std.Z"
1 5 -0.528420009576204 "fBodyAcc.meanFreq.X"
1 5 -0.617874813333395 "fBodyAcc.meanFreq.Y"
1 5 -0.2214691368263 "fBodyAcc.meanFreq.Z"
1 5 0.015400588735675 "fBodyAccJerk.mean.X"
1 5 0.0473098698476722 "fBodyAccJerk.mean.Y"
1 5 -0.656713524546605 "fBodyAccJerk.mean.Z"
1 5 -0.628961179980356 "fBodyAccJerk.std.X"
1 5 -0.743608246170053 "fBodyAccJerk.std.Y"
1 5 -0.654979816705833 "fBodyAccJerk.std.Z"
1 5 -0.612243590244114 "fBodyAccJerk.meanFreq.X"
1 5 -0.780928428167213 "fBodyAccJerk.meanFreq.Y"
1 5 -0.0477062917542325 "fBodyAccJerk.meanFreq.Z"
1 5 -0.213392904926883 "fBodyGyro.mean.X"
1 5 -0.123828014584147 "fBodyGyro.mean.Y"
1 5 -0.672094306818974 "fBodyGyro.mean.Z"
1 5 -0.70621663959074 "fBodyGyro.std.X"
1 5 -0.644192752866115 "fBodyGyro.std.Y"
1 5 -0.738594816501343 "fBodyGyro.std.Z"
1 5 -0.674226934551517 "fBodyGyro.meanFreq.X"
1 5 -0.690446312501126 "fBodyGyro.meanFreq.Y"
1 5 -0.101042702224631 "fBodyGyro.meanFreq.Z"
1 5 -0.174277577553958 "fBodyAccMag.mean"
1 5 -0.0513928953203266 "fBodyAccMag.std"
1 5 -0.585962696268539 "fBodyAccMag.meanFreq"
1 5 -0.659531216655476 "fBodyBodyAccJerkMag.mean"
1 5 0.0768760112631957 "fBodyBodyAccJerkMag.std"
1 5 -0.620789916331592 "fBodyBodyAccJerkMag.meanFreq"
1 5 -0.640076803144351 "fBodyBodyGyroMag.mean"
1 5 0.173219742700723 "fBodyBodyGyroMag.std"
1 5 -0.697411069729937 "fBodyBodyGyroMag.meanFreq"
1 5 -0.699976372277643 "fBodyBodyGyroJerkMag.mean"
1 5 -0.0415636227771787 "fBodyBodyGyroJerkMag.std"
1 5 -0.779767633083527 "fBodyBodyGyroJerkMag.meanFreq"
1 6 3.62462374987863 "tBodyAcc.mean.X"
1 6 16.1464219827168 "tBodyAcc.mean.Y"
1 6 0.274347260646063 "tBodyAcc.mean.Z"
1 6 -0.0177434918458972 "tBodyAcc.std.X"
1 6 -0.108925032737064 "tBodyAcc.std.Y"
1 6 -0.607783818968688 "tBodyAcc.std.Z"
1 6 -0.510191378479501 "tGravityAcc.mean.X"
1 6 -0.61306429934125 "tGravityAcc.mean.Y"
1 6 0.669226222373046 "tGravityAcc.mean.Z"
1 6 0.00403879092060517 "tGravityAcc.std.X"
1 6 0.0921508600211059 "tGravityAcc.std.Y"
1 6 -0.965207115039421 "tGravityAcc.std.Z"
1 6 -0.95440802665318 "tBodyAccJerk.mean.X"
1 6 -0.938900969424022 "tBodyAccJerk.mean.Y"
1 6 0.0789381220355816 "tBodyAccJerk.mean.Z"
1 6 0.0079481069090025 "tBodyAccJerk.std.X"
1 6 -0.00467469823628666 "tBodyAccJerk.std.Y"
1 6 -0.63978102073413 "tBodyAccJerk.std.Z"
1 6 -0.607971599340832 "tBodyGyro.mean.X"
1 6 -0.762820240449202 "tBodyGyro.mean.Y"
1 6 -0.0309824871713436 "tBodyGyro.mean.Z"
1 6 -0.0747194855994359 "tBodyGyro.std.X"
1 6 0.088357304227173 "tBodyGyro.std.Y"
1 6 -0.721192598029789 "tBodyGyro.std.Z"
1 6 -0.682653506899942 "tBodyGyroJerk.mean.X"
1 6 -0.653665674372188 "tBodyGyroJerk.mean.Y"
1 6 -0.0967092754729682 "tBodyGyroJerk.mean.Z"
1 6 -0.0423181079782632 "tBodyGyroJerk.std.X"
1 6 -0.0548303497968374 "tBodyGyroJerk.std.Y"
1 6 -0.731348533131935 "tBodyGyroJerk.std.Z"
1 6 -0.786062320321895 "tBodyAccMag.mean"
1 6 -0.739932395222129 "tBodyAccMag.std"
1 6 -0.54822165976717 "tGravityAccMag.mean"
1 6 -0.591225327146546 "tGravityAccMag.std"
1 6 -0.54822165976717 "tBodyAccJerkMag.mean"
1 6 -0.591225327146546 "tBodyAccJerkMag.std"
1 6 -0.649417950650692 "tBodyGyroMag.mean"
1 6 -0.627762945785391 "tBodyGyroMag.std"
1 6 -0.60524856977632 "tBodyGyroJerkMag.mean"
1 6 -0.662533062898382 "tBodyGyroJerkMag.std"
1 6 -0.762137610987416 "fBodyAcc.mean.X"
1 6 -0.77799317279698 "fBodyAcc.mean.Y"
1 6 -0.622761658493734 "fBodyAcc.mean.Z"
1 6 -0.53749328145871 "fBodyAcc.std.X"
1 6 -0.665033506271952 "fBodyAcc.std.Y"
1 6 -0.603356276555826 "fBodyAcc.std.Z"
1 6 -0.528420009576204 "fBodyAcc.meanFreq.X"
1 6 -0.617874813333395 "fBodyAcc.meanFreq.Y"
1 6 -0.2214691368263 "fBodyAcc.meanFreq.Z"
1 6 0.015400588735675 "fBodyAccJerk.mean.X"
1 6 0.0473098698476722 "fBodyAccJerk.mean.Y"
1 6 -0.656713524546605 "fBodyAccJerk.mean.Z"
1 6 -0.628961179980356 "fBodyAccJerk.std.X"
1 6 -0.743608246170053 "fBodyAccJerk.std.Y"
1 6 -0.654979816705833 "fBodyAccJerk.std.Z"
1 6 -0.612243590244114 "fBodyAccJerk.meanFreq.X"
1 6 -0.780928428167213 "fBodyAccJerk.meanFreq.Y"
1 6 -0.0477062917542325 "fBodyAccJerk.meanFreq.Z"
1 6 -0.213392904926883 "fBodyGyro.mean.X"
1 6 -0.123828014584147 "fBodyGyro.mean.Y"
1 6 -0.672094306818974 "fBodyGyro.mean.Z"
1 6 -0.70621663959074 "fBodyGyro.std.X"
1 6 -0.644192752866115 "fBodyGyro.std.Y"
1 6 -0.738594816501343 "fBodyGyro.std.Z"
1 6 -0.674226934551517 "fBodyGyro.meanFreq.X"
1 6 -0.690446312501126 "fBodyGyro.meanFreq.Y"
1 6 -0.101042702224631 "fBodyGyro.meanFreq.Z"
1 6 -0.174277577553958 "fBodyAccMag.mean"
1 6 -0.0513928953203266 "fBodyAccMag.std"
1 6 -0.585962696268539 "fBodyAccMag.meanFreq"
1 6 -0.659531216655476 "fBodyBodyAccJerkMag.mean"
1 6 0.0768760112631957 "fBodyBodyAccJerkMag.std"
1 6 -0.620789916331592 "fBodyBodyAccJerkMag.meanFreq"
1 6 -0.640076803144351 "fBodyBodyGyroMag.mean"
